Post Title,Time Posted,Post Link,Image URL,Description,Classification,Quotes 1,Quotes 2,Quotes 3,Quotes 4,Quotes 5,Quotes 6,Quotes 7,Quotes 8,Quotes 9,Quotes 10,Quotes 11,Quotes 12,Quotes 13
VERA FILES FACT CHECK: Marcos camp distorts Comelec spox’s statement on ‘disqualification’ petition,2021-11-05T11:24:00+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-camp-distorts-comelec-spoxs-sta,https://verafiles.org/wp-content/uploads/7816/36/vffc-marcos-pr-misleading-thumbnail.jpg,"The camp of presidential aspirant Ferdinand ""Bongbong"" Marcos Jr. made it appear that James Jimenez, spokesperson of the Commission on Elections (Comelec), said the petition to cancel the candidacy of the former senator on Nov. 2 has ""no clear basis.""",MISLEADING,"“Comelec spokesperson James Jimenez on Wednesday said the disqualification case filed against Presidential aspirant Ferdinand “Bongbong” Marcos, Jr. has no clear basis.”Source: Office of Ferdinand “Bongbong” Marcos Jr., COMELEC SPOX SAYS ‘NO CLEAR CASE’ FOR DISQUALIFICATION BID AGAINST BONGBONG, Nov. 3, 2021","“Jimenez noted that in order to be disqualified, a candidate must have been convicted of a crime constituting ‘moral turpitude,’ or an offense with at least an 18-month jail term.“According to Jimenez, Bongbong does not fit the criteria, and that there is no clear basis for the disqualification case.“‘He doesn’t meet this criteria. Right now there is no clear case for disqualification,’ Jimenez said in an interview with the media.“Several groups and personalities with known ties to the Liberal Party (LP) on Tuesday submitted a petition with the poll body seeking to cancel or deny the Certificate of Candidacy (COC) of the former senator over supposed ‘false material representation’ stemming from a 1995 tax case.”",“The quote was referring to why Senator Marcos hadn’t yet been disqualified despite the fact of his conviction. The original quote should have been taken in the context of the fact that the Senator ran for VP (vice president) iIn 2016.”,"“Calimon Tan: [A]bout BBM (Bongbong Marcos), sir, pwede ba s[i]yang ma-disqualify dahil sa (can he be disqualified due to his) conviction n[i]ya before on tax case?‪Jimenez: “[U]nder the law, a conviction has to be for a crime committed under moral turpitude or for an offen[s]e and a sentence is a penalty of at least 18 months, it doesn’t meet this criteria so right now in order for him to be disqualified, as [retired Supreme Court associate] justice [Antonio] [C]arpio opined in his article, there has to be a finding that the crime for which he was convicted involves moral turpitude, right now it does not, because the Supreme Court said that it does not, so right now there is no clear case for disqualification[.]”Source: Comelec reporters’ Viber group, Statement on the Marcos press release, Nov. 3, 2021 (11:21 a.m.)","“[D]efinitely po ‘yung sinabi ko na ‘yun hindi dapat ikonsidera na komento doon sa finile na kaso pagkatapos kong sabihin ‘yun. (Definitely, my statement shouldn’t be considered as a comment on the case that was filed after I said that.)”",,,,,,,,
VERA FILES FACT CHECK: Posts claiming Bongbong Marcos authored only ‘one bill’ as senator MISLEADING,2021-10-26T19:06:00+00:00,https://verafiles.org/articles/vera-files-fact-check-posts-claiming-bongbong-marcos-authore,https://verafiles.org/wp-content/uploads/7416/35/093021-misleading-bbm-senate-bills_1.png,"Marcos served in the Senate from 2010 to 2016, covering both the 15th and 16th Congress. In his first three years, he was listed as an author of 49 Senate bills and a co-author of two.",MISLEADING,"Bongbong Marcos was a senator from 2010 to 2016 and he authored a grand total of: one bill16th Congress Senate Bill No. 1186 POSTPONEMENT OF THE SANGGUNIANG KABATAAN ELECTIONSFiled on July 30, 2013.So why should he be president again?",,,,,,,,,,,,
VERA FILES FACT CHECK: FB video MISLEADS with Gordon’s supposed ‘apology’ to Duterte,2021-09-29T23:50:00+00:00,https://verafiles.org/articles/vera-files-fact-check-fb-video-misleads-gordons-supposed-apo,https://verafiles.org/wp-content/uploads/6016/32/092921-misleading-gordon-apology-to-duterte_1.png,But the senator’s “apology” featured in the video is not what the headline suggests it to be.,MISLEADING,"“I am really sorry for you, Mr. President. Ang ipinagtatanggol ’nyo si Lao? May utang na loob kayo dahil sa eleksyon? You are a cheap politician, Mr. President. Cheap politician, as cheap as they come, Mr. President. I’m sorry.” (Watch from 1:06:46)“I will pray for forgiveness, Mr. President, for you.” (Watch from 1:09:09)",,,,,,,,,,,,
"VERA FILES FACT CHECK: Gadon makes inaccurate claims on Red Cross funding, audit",2021-09-15T11:59:00+00:00,https://verafiles.org/articles/vera-files-fact-check-gadon-makes-inaccurate-claims-red-cros,https://verafiles.org/wp-content/uploads/1016/31/vffc-gadon-on-red-cross-funding_web-thumbnail.jpg,Lawyer Larry Gadon has claimed that the Philippine Red Cross (PRC) receives substantial funding from the government. This is misleading.,MISLEADING,"“Akala yata nila ay sila ay talagang independent nga at pinapalagay pa nila na hindi sila pwedeng i-audit. ‘Yan ay mali, sapagkat ang Philippine National Red Cross ay tumatanggap ng napakalaki, milyon-milyon, daang milyon na pondo galing sa gobyerno … May karapatan ang gobyerno na i-audit ang kanilang paggastos diyan sa pondo na binibigay ng gobyerno, at ‘yan ay nasa batas ‘yan.”(They [referring to PRC board members] probably thought they were really independent and they think they cannot be audited. That’s wrong, because the Philippine National Red Cross receives a big amount, millions, hundreds of millions of funds from the government … The government has the authority to audit their spending of the funds from the government, and that is in the law.)Source: DZAR 1026 official Facebook page, Sen. dapat nang tanggalin bilang chairman ng Phil. Red Cross, Sept. 4, 2021","“Ang lottery, ang kinikita ng isang lottery, isang araw na lottery, ay napupunta sa Philippine National Red Cross para sa kanilang general fund. At ang isa pang araw uli ng lottery, ang kinikita nito, ay inilalaan naman sa kanilang blood bank.”(The lottery, the proceeds from a lottery, one day of a lottery, goes to the Philippine National Red Cross for its general fund. Another day of the lottery, its proceeds, is allocated for its blood bank.)Source: DZAR 1026 official Facebook page, Sen. dapat nang tanggalin bilang chairman ng Phil. Red Cross (Archived), Sept. 4, 2021",,,,,,,,,,,
VERA FILES FACT CHECK: Clip of Gaza tower razed by Israel military NOT recent,2023-10-12T04:05:24+00:00,https://verafiles.org/articles/vera-files-fact-check-clip-of-gaza-tower-razed-by-israel-military-not-recent,https://verafiles.org/wp-content/uploads/2023/10/101123-FALSE-Gaza-tower-airstrike_TAG.jpg,A video showing a tower in Gaza leveled by an Israeli airstrike is being passed off as a recent event. This needs context.,NEEDS CONTEXT,“Video shows the moment an Israeli airstrike hit and leveled the 14-story Al-Shorouk Tower in Gaza amid an escalating conflict between Israel and Hamas.”,"“This is the effect of the Israeli attack on Gaza City, not in Ukraineلحظة قصف برج الشروق من قبل طائرات الاحتلال، حسبي الله ونعم الوكيل (Translation: The moment the Shorouk Tower was bombed by occupation aircraft, God suffices me and He is the best disposer of affairs).”“This is the effect of the Israeli attack on Gaza City, not in Ukraineلك الله يا غزة (Translation: God bless you, Gaza) #gazaunderattack”.",,,,,,,,,,,
VERA FILES FACT CHECK: Claim that Castro ‘blocking’ OVP budget NEEDS CONTEXT,2023-10-11T05:39:46+00:00,https://verafiles.org/articles/vera-files-fact-check-claim-that-castro-blocking-ovp-budget-needs-context,https://verafiles.org/wp-content/uploads/2023/10/100623-NEEDS-CONTEXT-Castro-Leni-context_TAG.jpg,A video has claimed that ACT Teachers Party-list Rep. France Castro pushed for an increase in the budget of the office of the former vice president but is now blocking additional funding for the office of current Vice President Sara Duterte. This needs context.,NEEDS CONTEXT,“Huli si France Castro na dinagdagan ang Budget na 1Billion noon ni Leni Robredo noong 2021 pero bakit pagdating kay VP Sara ay Kontra at hinarang? Talagang pinulitika at Namersonal ang Makabayan Bloc kay VP Sara!(Castro was caught increasing the budget of former Vice President Leni Robredo by P1 billion in 2021. But why is she now opposing and blocking VP Duterte’s [budget]? She is really just politicking and the Makabayan bloc is taking things personally against VP Sara!)”,,,,,,,,,,,,
VERA FILES FACT CHECK: Bato Dela Rosa’s claim that opposition ‘did not scrutinize’ OVP ‘confidential funds’ under Robredo needs context,2023-10-06T07:03:33+00:00,https://verafiles.org/articles/vera-files-fact-check-bato-dela-rosas-claim-that-opposition-did-not-scrutinize-ovp-confidential-funds-under-robredo-needs-context,https://verafiles.org/wp-content/uploads/2023/10/VFFC-Dela-Rosa-on-OVP-CIF.jpeg,"Hitting back at opposition lawmakers who questioned how Vice President Sara Duterte used the P125-million confidential funds (CF) of the Office of the Vice President (OVP) in 2022, Sen. Ronald “Bato” Dela Rosa said they were not as meticulous in reviewing the CF of the OVP under then-vice president Leni Robredo. This needs context.",NEEDS CONTEXT,"“Pamumulitika. Eh, hindi naman lumabas ‘yung isyung ‘yan noon noong panahon nung ang vice president ay miyembro ng opposition, ‘no? Tahimik naman itong opposition pagdating sa pagtalakay ng confidential at intelligence funds na ‘yan. […] Pero sa panahon nila, noong si Vice President Leni Robredo nakaupo sa Office of the Vice President, tahimik naman itong opposition, hindi naman nila kinakalkal ‘yan, pero ngayon, masyadong maingay.” (It is politicking. This issue was not raised  when the vice president was a member of the opposition. The opposition was silent when it came to the discussions on confidential and intelligence funds. But during their time, when vice president Leni Robredo was occupying the Office of the Vice President, they  did not scrutinize it, but now, they are making too much noise.) Source: Radyo 630 Official YouTube Channel, Radyo 630 – Official Livestream (October 1, 2023), Oct. 1, 2023, watch from 1:59:52 to 2:00:36",,,,,,,,,,,,
VERA FILES FACT CHECK: Video on Marcos ASEAN leadership MISLEADS,2023-09-11T09:10:17+00:00,https://verafiles.org/articles/vera-files-fact-check-video-on-marcos-asean-leadership-misleads,https://verafiles.org/wp-content/uploads/2023/09/090523-MISLEADING-BBM-leads-ASEAN_WEB_TAG.jpg,"After the Philippines expressed readiness to host the 2026 ASEAN Summit, three YouTube videos emerged claiming that President Bongbong Marcos was chosen as the new leader of the regional bloc. This needs context.",NEEDS CONTEXT,“NAGULAT ANG LAHAT! GRABE PRES BBM! HAHAWAKAN NA ASEAN! ITO AYAW MANGYARE NG CHINA! PRES XI VS PBBM! (Everyone was shocked! Amazing President Bongbong Marcos will now lead ASEAN. China does not want this to happen! President Xi Jinping vs President Bongbong Marcos)”,,,,,,,,,,,,
"VERA FILES FACT CHECK: TikTok influencer echoes First Gen claim that natural gas is the ‘cleanest-burning of all fossil fuels,’ which needs context",2023-09-08T09:54:06+00:00,https://verafiles.org/articles/vera-files-fact-check-tiktok-influencer-echoes-first-gen-claim-that-natural-gas-is-the-cleanest-burning-of-all-fossil-fuels-which-needs-context,https://verafiles.org/wp-content/uploads/2023/09/vffc-lng-thumbnail-drafts-1200x675-1.jpg,The United Nations Environment Programme notes that methane is a hazardous gas and is 80 times more potent at warming the Earth than CO2 over a 20-year period. Read this #VERAFIED fact check 👇️,NEEDS CONTEXT,"“Natural Gas is the cleanest-burning of all fossil fuels dahil up to 60% less carbon dioxide ang nae-emit niya kumpara sa coal.” Source: aynperotagalog TikTok page, Sa usapang climate… (archive), Aug. 29, 2023","“Natural gas is the cleanest-burning of all fossil fuels, emitting up to 60% less carbon dioxide than coal. It also does not leave behind by-products like ash, sludge, and other particulate matter that are harmful to our health and the environment.”",,,,,,,,,,,
VERA FILES FACT CHECK: Video on teachers’ salary hike NEEDS CONTEXT,2023-08-23T07:22:37+00:00,https://verafiles.org/articles/vera-files-fact-check-video-on-teachers-salary-hike-needs-context,https://verafiles.org/wp-content/uploads/2023/08/081723-NEEDS-CONTEXT-Teachers-salary-increase_TAG_REV.jpg,A video on Facebook is claiming that President Bongbong Marcos will raise the pay of teachers and has a long-term plan for this. This needs context. The chief executive has not announced any immediate salary increase although he asked the DepEd to look into the matter.,NEEDS CONTEXT,“VIRAL: PBBM DADAGDAGAN ang SWELDO ng mga TEACHER! May LONGTERM Plan din ito! MATINDI TO! (Marcos will increase the pay of teachers! There is also a long-term plan for this! This is great!)”,,,,,,,,,,,,
VERA FILES FACT CHECK: Claim that Marcos Jr. ‘did not promise P20 rice’ during campaign NEEDS CONTEXT,2023-08-15T00:42:02+00:00,https://verafiles.org/articles/vera-files-fact-check-claim-that-marcos-jr-did-not-promise-p20-rice-during-campaign-needs-context,https://verafiles.org/wp-content/uploads/2023/08/080723-needs-context-no-p20-rice-promise-_web.jpg,A recently resurfaced claim of entertainment columnist Cristy Fermin saying President Ferdinand Marcos Jr. did not promise to lower the price of rice to P20 per kilo during his presidential campaign lacks context.,NEEDS CONTEXT,“HINDI NAMAN TALAGA SINABI AT HINDI PINANGAKO NI PBBM NA GAGAWIN NYANG P20 KILO NG BIGAS (PBBM NEVER SAID OR PROMISED HE WOULD MAKE RICE P20 PER KILO).”,"“Alam mo, na-misinterpret naman ‘yun. Ang sinabi lang niya…masarap sigurong maramdaman ang presyo ng bigas ay parang noong araw, ‘di ba? Yung salok nun ih, no? Mga bente pesos kada kilo, ganun ganun. Ngayon naman pinipilit naman ng mga kalaban, sige gawin mong bente pesos ang bawat salok, bawat kilo ng bigas.”(You know, people misinterpreted what he said. All he said was ‘Wouldn’t it be nice if rice prices now were the same as it was before?’ Each scoop, P20 per kilo. Now, his rivals challenge him to actually make every scoop, every kilo of rice just P20.)   ","“Aniya, sisiguraduhin niyang hindi na aabot sa P40 kada kilo pataas ang presyo ng bigas sa bansa, kundi pipilitin niyang ibaba ito mula P20 o hanggang P30 kada kilo. Para mangyari ito ay ipag-uutos niya na magkaroon ng imbentaryo ng ani ng palay sa Pilipinas.”(He will make sure that rice prices per kilo in the country would not reach P40, but would be lowered instead between P20 to P30 per kilo. For this to happen, he will order the creation of a rice inventory in the Philippines).",,,,,,,,,,
VERA FILES FACT CHECK: EU-Philippines defense agreement claim NEEDS CONTEXT,2023-08-10T08:02:54+00:00,https://verafiles.org/articles/vera-files-fact-check-eu-philippines-defense-agreement-claim-needs-context,https://verafiles.org/wp-content/uploads/2023/08/080423-NEEDS-CONTEXT-EU-PH-defense-agreement_TAG_REV.jpg,A video on Facebook has claimed that President Ferdinand Marcos Jr. managed to secure financial assistance as well as a defense agreement with the European Union. This needs context. ,NEEDS CONTEXT,"“60 MILLION EUROS PARA SA PINAS NAILAKAD NI PBBM! PATI DEFENSE AGREEMENT SA WEST PHILIPPINE SEA KASAMA PA! EU COMMISSION TODO ANG SUPORTA SA MARCOS ADMIN! PERA, TRABAHO, AT DEPENSA SA WEST PHILIPPINE SEA IN-OFFER NG EU COMMISSION SA PINAS!”(President Ferdinand Marcos managed to obtain 60 million Euros for the Philippines! Defense agreement on the West Philippine Sea also included! The EU Commission heavily supports the Marcos administration! Money, jobs and defense of the West Philippine Sea offered by the EU Commission to the Philippines!)",,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos’ report on 6.4% GDP growth rate in SONA needs context,2023-07-26T06:27:13+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-report-on-6-4-gdp-growth-rate-in-sona-needs-context,https://verafiles.org/wp-content/uploads/2023/07/20230724-BBMSONA-1200x676-1.jpg,Philippine Statistics Authority national statistician Claire Dennis Mapa reported on May 11 that the 6.4% GDP growth in the first quarter of 2023 was “the lowest growth registered after seven quarters when the country started to recover from the pandemic in the second quarter of 2021.”,NEEDS CONTEXT,"“While the global prospects were bleak, our economy posted a 7.6% growth in 2022—our highest growth rate in 46 years. For the first quarter of this year, our growth has registered at 6.4%. It remains within our target of 6-7% for 2023. We are still considered to be amongst the fastest growing economies in the Asian region and in the world.” Source: Presidential Communications Office, The 2023 State of the Nation Address (official transcript), July 24, 2023, watch from 40:00 to 40:30",,,,,,,,,,,,
"VERA FILES FACT CHECK: Video on DSWD’s P3,000 ‘Food Stamp’ credit NEEDS CONTEXT",2023-06-14T13:49:41+00:00,https://verafiles.org/articles/vera-files-fact-check-video-on-dswds-p3000-food-stamp-credit-needs-context,https://verafiles.org/wp-content/uploads/2023/06/060923-NEEDS-CONTEXT-P3000-ayuda-context_TAG_REV2.jpg,"A Facebook video's claim that the government is now providing a monthly cash assistance amounting to P3,000 to indigent families needs context. This assistance will be in the form of food credits, not cash, and has not been rolled out yet.",NEEDS CONTEXT,"“Wow Seniors & Families! Bagong Ayuda! 3,000 Kada Buwan Ipapamahagi Na (New cash aid! Monthly P3,000 will now be distributed)!”",,,,,,,,,,,,
VERA FILES FACT CHECK: Minimum wage NOT yet raised to P720,2023-05-31T14:12:09+00:00,https://verafiles.org/articles/vera-files-fact-check-minimum-wage-not-yet-raised-to-p720,https://verafiles.org/wp-content/uploads/2023/05/052523-NEEDS-CONTEXT-P725-minimum-wage_TAG_REV.jpg,"As workers call for a higher minimum wage amid inflation, an Instagram reel is claiming that the minimum wage in Metro Manila has been raised to P720, from P570. This needs context.",NEEDS CONTEXT,"“Legit 720? 725 na minimum wage ngaun (sic) aprobado na. Dagdag sahod na 150 aprobado na (P725 minimum wage approved, an increase of P150 is now approved).”",,,,,,,,,,,,
VERA FILES FACT CHECK: Marcos’ statement on ‘emergency status’ in the country needs context,2023-05-21T10:47:06+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-statement-on-emergency-status-in-the-country-needs-context,https://verafiles.org/wp-content/uploads/2023/05/VFFC-Marcos-COVID-Emergency-Thumbnail.jpg,"While Marcos did not extend the state of calamity which ended in 2022, he has yet to lift the state of public health emergency which remains in effect. Read the full fact check 👇️",NEEDS CONTEXT,"“We did not restore the emergency status of the Philippines. Matagal na (for a long time now), last year pa. So we don’t need to do anything. We’re already on normal footing.” Source: RTVMalacañang, Media Interview, May 11, 2023, watch from 10:08 to 10:15",,,,,,,,,,,,
VERA FILES FACT CHECK: Tolentino representing Dela Rosa in ICC needs context,2023-04-13T03:44:39+00:00,https://verafiles.org/articles/vera-files-fact-check-tolentino-representing-dela-rosa-in-icc-needs-context,https://verafiles.org/wp-content/uploads/2023/04/041223-Tolentino-as-Batos-lawyer-in-ICC-Thumbnail-.jpg,"This needs context in view of a provision in the Constitution prohibiting senators and congressmen from “personally appear(ing) as counsel before any court of justice or before the Electoral Tribunals, or quasi-judicial and other administrative bodies.” Read the full fact check 👇️",NEEDS CONTEXT,"“I accept the letter of proposal of Senator Dela Rosa to lawyer for him … So I am now speaking as a counsel of Senator Dela Rosa.” Source: News5, Sen. Tolentino, tatayong legal counsel ni Dela Rosa sa kaso niya sa ICC, March 29, 2023, watch from 0:00 to 0:19","“My role then would be to ensure the protection of Senator Dela Rosa not just within the confines of the ICC — because we’re claiming that they don’t have jurisdiction — but even locally.” Source: CNN Philippines, Tolentino tatayong abogado ni Dela Rosa sa ICC | News Night, watch from 0:45 to 0:59",,,,,,,,,,,
VERA FILES FACT CHECK: Cagayan lawmaker claim that business groups flip flopped on support for Cha-cha needs context,2023-04-05T08:20:02+00:00,https://verafiles.org/articles/vera-files-fact-check-cagayan-lawmaker-claim-that-business-groups-flip-flopped-on-support-for-cha-cha-needs-context,https://verafiles.org/wp-content/uploads/2023/04/fc-cagayan-lawmaker_ENG-2-Thumbnail.jpg,"The MBC and FINEX did not explicitly say they are against amending the economic provisions of the Constitution. However, they opposed the mode preferred by the House to introduce amendments, emphasizing the high cost of constituting a Con-con and the timing to do it. Read the full fact check 👇️",NEEDS CONTEXT,"“MBC and Finex are now against Charter amendments. Before this position, they were in favor of changing the Constitution’s economic provisions.” Source: Rep. Rufus Rodriguez Statement, Manila Bulletin, Malaya, The Philippine Star, March 26, 2023","“Investors look for stability when making investment decisions. The possibly lengthy and fractious process of amending the Constitution may make investors take a wait and see attitude for an extended period of time and therefore derail the impact of the reforms.” Source: Makati Business Club, Joint Statement on Proposed Constitutional Convention, March 24, 2023",,,,,,,,,,,
VERA FILES FACT CHECK: Marcos Jr.’s repeat claim that rice is now at P25 per kilo needs context,2023-03-22T04:13:25+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-jr-s-repeat-claim-that-rice-is-now-at-p25-per-kilo-needs-context,https://verafiles.org/wp-content/uploads/2023/03/thumbnail_20230316-kadiwacamsur2-1.jpg,"While Marcos is correct that well-milled rice can be bought at P25 per kilo, he stopped short of saying that this is available only at the Kadiwa stores managed by the National Food Authority.",NEEDS CONTEXT,"“‘Yung aking pangarap na sinabi na nung bago akong upo na sana mapababa natin ang presyo ng bigas ng P20; hindi pa tayo umaabot doon, dahan-dahan, palapit. Nasa P25 na lang tayo, kaunti na lang maibababa natin ‘yan.”(My dream that I said when I assumed [the presidency] that hopefully we can bring down the price of rice to P20, we haven’t achieved that, [but] slowly we will get to it. We’re already at P25, just a little more and we’ll be able to lower that [price].) Source: ​​RTVMalacanang, Kadiwa ng Pangulo in Pili, Camarines Sur (Speech), March 16, 2023, watch from 2:28 – 2:49",,,,,,,,,,,,
"VERA FILES FACT CHECK: Video about P1,000 cash aid for senior citizens NEEDS CONTEXT",2023-03-16T01:32:02+00:00,https://verafiles.org/articles/vera-files-fact-check-video-about-p1000-cash-aid-for-senior-citizens-needs-context,https://verafiles.org/wp-content/uploads/2023/03/031423-NEEDS-CONTEXT-Senior-cash-aid_SHORTIE-FIL-REV1-1.jpg,"A YouTube video claimed that senior citizens would receive a P1,000 cash aid from the Philippine government. Not all seniors will receive this monetary assistance.",NEEDS CONTEXT,"“KAKAPASOK LANG! ATTENTION SENIORS AND FILIPINO. WOW MAY PONDO NA! ANG 1,000 IBIBIGAY! DALAWANG 500 NA IBIBIGAY! OPISYAL NA PAHAYAG (Just in! Wow, there are now funds! P1,000 [cash aid] to be given away! It will be distributed as two P500! Official statement)!” ",,,,,,,,,,,,
VERA FILES FACT CHECK: Video claiming Marcos against jeepney phaseout NEEDS CONTEXT,2023-03-07T10:37:25+00:00,https://verafiles.org/articles/vera-files-fact-check-video-claiming-marcos-against-jeepney-phaseout-needs-context,https://verafiles.org/wp-content/uploads/2023/03/030623-NEEDS-CONTEXT-Marcos-jeepney-phaseout_SHORTIE-FIL-REV1.jpg,A Facebook video title claimed that President Ferdinand Marcos is not in favor of phasing out old jeepneys. This needs context.,NEEDS CONTEXT,"“Ngayon doon sa issue sa modernization na sinasabi, sa aking palagay ay kailangan ding gawin talaga ‘yan. Ngunit sa pag-aaral ko, parang hindi maganda ang naging implementation nung modernization.”(Now, on the issue of modernization, I think we really need to do that. But based on what I studied, the program was not implemented well.) ","“Hindi ‘yung just because five years old or 10 years old hindi na pwede. Tingnan natin ‘yung kondisyon. Kung maganda mag-alaga ‘yung driver, maganda ‘yung jeep niya, puwede pang gamitin ‘yan, safe pa naman.”(Just because a [jeep] is five years old or 10 years old doesn’t mean that it isn’t [road worthy]. Let’s look at the condition. If the driver maintains it properly, his jeep runs well, it is safe and can still be used.) ",,,,,,,,,,,
VERA FILES FACT CHECK: Marcos’ claim on ICC jurisdiction needs context,2023-02-22T04:20:59+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-claim-on-icc-jurisdiction-needs-context,https://verafiles.org/wp-content/uploads/2023/02/thumbnail_vffc-bbm.jpg,Marcos is the latest and the highest public official who put into question ICC’s jurisdiction to investigate the drug-related killings under the Duterte administration.,NEEDS CONTEXT,"“My position hasn’t changed and I have stated it often even before I took office as president that there are many questions about their jurisdiction and … what can be — what we in the Philippines regard as an intrusion into our internal matters and a threat to our sovereignty.” Source: RTVMalacanang official YouTube channel, Press Conference (02/18/2023) (transcript), Feb. 18, 2023, watch from 00:13 to 00:42","“So, no, I do not see what their jurisdiction is. I feel that we have in our police, in our judiciary, a good system. We do not need assistance from any outside entity. The Philippines is a sovereign nation and we are not colonies anymore of this former imperialist. So that is not something that we consider to be a legitimate judgment.” Source: watch from 00:42  to 1:33",,,,,,,,,,,
VERA FILES FACT CHECK: Remulla’s statement asking ICC to show ‘pattern’ of drug war killings needs context,2023-02-07T06:30:16+00:00,https://verafiles.org/articles/vera-files-fact-check-remullas-statement-asking-icc-to-show-pattern-of-drug-war-killings-needs-context,https://verafiles.org/wp-content/uploads/2023/02/thumbnail-vffc-remulla.jpg,Among the five considerations of the ICC Pre-Trial Chamber I were the pronouncements encouraging the killings under the drug war by former president Rodrigo Duterte and other officials and existence of drug watchlists.,NEEDS CONTEXT,"“If they want us to investigate the pattern, then they should show us the pattern so that we can pick up from what their theory is.” Source: ANC official YouTube channel, LOOK: DOJ holds press conference as ICC allows resumption of PH drug war probe | ANC, Jan. 27, 2023, watch from 13:56 to 14:05","“But they should, they cannot subsume upon, they cannot assume jurisdiction in our country without allowing them to do that. And we are not allowing them to take jurisdiction in the country. And first and foremost, we are no longer members of the ICC. That is a complication that is part of the problem right now.” Source: watch from 14:05  to 14:26",,,,,,,,,,,
#AnoRaw: DOJ spokesperson’s claim on ICC jurisdiction needs context,2023-02-01T07:05:46+00:00,https://verafiles.org/articles/anoraw-doj-spokespersons-claim-on-icc-jurisdiction-needs-context,https://verafiles.org/wp-content/uploads/2023/02/mico-clavano-fc-thumbnail-2.jpg,"It is part of the Philippines’ exercise of its sovereignty when it acceded to the Rome Statute in November 2011, hence binding the country to the treaty provisions from that date until its withdrawal on Mar. 16, 2019.",NEEDS CONTEXT,"“There’s no question that we do not submit to the jurisdiction dahil hindi na po tayo miyembro ng ICC (because we’re no longer a member of ICC).” Source: Camilo Belleza Millendez, SATURDAY NEWS FORUM AT DAPO RESTO, QUEZON CITY – JAN. 28, 2023, watch from 11:15 to 11:20","“I think they’re missing the point in determining kung ano talagang isyu dito (the real issue here). And the issue is sovereignty. The issue is protecting our independence as a country. We’ve gone so far, ‘no, in obtaining our independence way back and protecting that and making ourselves a civilized country. That’s the real point here. We want to protect our processes. We want to protect our government. We want to protect our countrymen.” Source: watch from 12:33 to 13:02",,,,,,,,,,,
VERA FILES FACT CHECK: Marcos claim on ‘slowing’ inflation rate needs context,2023-01-16T05:55:56+00:00,https://verafiles.org/articles/vera-files-fact-check-marcos-claim-on-slowing-inflation-rate-needs-context,https://verafiles.org/wp-content/uploads/2023/01/PBBM-01052023.jpg,"While there was indeed a slowdown in the country’s inflation rate in the last month of 2022, it is still the highest recorded since the 9.1% posted in November 2008. It is also the fastest in 14 years, financial data and media company Bloomberg reported on Jan. 5.",NEEDS CONTEXT,"“Yeah, well at least 8.1 nag-increase lang ng (it  went up only by) 0.1 [%] and the rate of increase is slowing.”Source: Office of the Press Secretary, Official transcript of President Ferdinand R. Marcos Jr. at the Kapihan with the Media (archived), Jan. 5, 2023","“It’s still agricultural products, 38% of the inflation — 11% is fuel, 38% is agricultural products pa rin. Kaya’t kailangan talagang ayusin ‘yung production natin. Kasi import tayo nang import, so ‘yung inflation doon sa ini-importan natin nadadala dito sa Pilipinas.”(It’s still agricultural products, 38% of the inflation – 11% is fuel, 38% is still agricultural products. So we need to improve our production. Because we import a lot, so the inflation [rate] from where we are importing is carried over here in the Philippines.)",,,,,,,,,,,
VERA FILES FACT CHECK: Writer Krizetta Chu's comment on FBI's jurisdiction over Quiboloy needs context,2022-12-12T11:31:38+00:00,https://verafiles.org/articles/vera-files-fact-check-writer-krizetta-chus-comment-on-fbis-jurisdiction-over-quiboloy-needs-context,https://verafiles.org/wp-content/uploads/2022/12/VFFC-Krizette-Chu-on-Quiboloy_THUMBNAIL.jpg,The FBI cannot make arrests outside the U.S. or its territories without special permissions from the U.S. Congress and the foreign country where a criminal is located.,NEEDS CONTEXT,"“Akala ko talaga magaling ang FBI. | Pero di nila kaya hanapin yung Wanted nila na si Pastor Apollo Quiboloy.”(I really thought the FBI was good. But they cannot find their wanted person Pastor Apollo Quiboloy.) Source: Krizette Laureta-Chu’s official Facebook page, Akala ko talaga magaling ang FBI… (Archived), Dec. 11, 2022",,,,,,,,,,,,
