RATING,CONCAT QUOTES
156,FALSE,"NAKAKAGULAT NA BALITA !… MARCOS UUPO NA TANGGAL SI LENI MAY EBIDENSYA PACQUIAO (Shocking news! Marcos will sit, Leni removed, Pacquiao has evidence).         "
157,FALSE,ITALY walang ng doctor (no more doctors).         
158,FALSE,Sawakas! Pirmado na. Ito ang Matinding Pasabog ni Marcoleta PBBM. Goodbye! Meralco. JUST IN: HALA! PRES MARCOS CONG. MARCOLETA BABANG-GAEN ANG OLIGARKO/ MAHAL na KURYENTE TINULDOKAN NA.        
159,FALSE,Magpadala ng mensahe 50% diskwento (Send a message [for a] 50% discount).         
160,FALSE,"an internet portal for casual news, friendly satire, and some dose of cool updates. HIV FUNCTIONAL CURE: STEM CELL TREATMENT BREAKTHROUGH AFTER BERLIN & BARCELONA PATIENTS CURED. NO MORE CONDOMS! – Doctors Announce HIV / AIDS Cure !! – (2 people healed already) NO MORE CONDOMS!! – Spain Doctors Find Cure For HIV / AIDS – (2 Patients Already Healed). HIV Breakthrough! Spain Finds Functional Cure For HIV Virus (Confirmed) | The Southern Daily -…     "
161,FALSE,"It is in the WHO website na may pag-aaral na… ang tuklaw nagca-cause ng… ang vetsin nagca-cause ng sclerosis (The WHO’s website posted a study [proving that COVID-19 vaccines] cause sclerosis),         "
162,FALSE,"This (pandemic) only happened 100 years [ago] and I was looking at the statistics of [the] last pandemic in 1918 wherein it was a worldwide — similar to…what we are experiencing now — and there were about 50 million who died. And I was researching how many Filipinos died in 1918 to 1920 in that pandemic. At that time, Mr. President, we were under [the] Commonwealth and the Americans were here and we suspect that doon nanggaling iyong (that’s where the) virus (came from) then. So we suffered also casualties in that year. Through the researches coming from some Filipinos, there are (sic) about 50,000 to 75,000 Filipinos [who] died at that time. Of course, they were also implementing some lockdowns.… Source: RTVMalacanang, Kumusta Po Mahal Kong Kababayan? | Meeting on COVID-19 Concerns and Talk to the People on COVID-19, June 22, 2020, watch from 56:19 to 57:28        "
163,FALSE,"OMG! REVGOV NA! PBBM TINAPOS ANG KONGRESO. MATINDING UTOS! (Oh my god! Revolutionary government now! PBBM ended Congress. Extreme order)! KAKAPASOK LANG Grabe to! Biglaang Utos! walang Nagawa ang Kongres0! Utos PBBM FPRRD PANELO VPSARA! (Just in, this is harsh! Sudden order! Congress was not able to do anything! Order from PBBM, former President Rodrigo Duterte, Panelo, Vice President Sara Duterte-Carpio).        "
164,FALSE,"Walang chop-chop na fetus ang mga bakuna. Ang mga COVID-19 vaccines ay hindi naglalaman ng mga cells ng mga ipinalaglag na sanggol,         "
165,FALSE,KAPAPASOK LANG! MATINDI TO! PRES MARCOS MARCOLETA GINULANTANG ang LAHAT RAFFY TULFO TANGAL na SENAD0 (JUST IN! THIS IS EXTREME! PRES MARCOS MARCOLETA SHOCKED EVERYONE RAFFY TULFO NOW REMOVED FROM SENATE). PINATALSIK SA SENADO. ITO ANG BANGUNGOT SA BUHAY NI TULFO. SUBRANG INGAY MO! (EXPELLED FROM THE SENATE. THIS IS THE NIGHTMARE IN TULFO’S LIFE. YOU ARE SO ANNOYING)!        
166,FALSE,Barko pinalubog ng china di ibinalita (Ship sunk by China not reported).         
167,FALSE,what happens inside vials of vaccines.         
168,FALSE,"Happy Red Day! Lets Support Bongbong Marcos. Sama Sama Tayong Babangon Muli (Together, we will rise again).         "
169,FALSE,"Marcos Wealth mula sa Mahigit 170 Bangko sa buong Mundo, Ipopondo na para sa Sambayanang Pilipino (Marcos wealth in over 170 banks worldwide, to be used as public funds for the Filipino people)!         "
170,FALSE,LOOK: NAPOLCOM ENTRANCE EXAM is now Ongoing!         
171,FALSE,"Even your slightest move is not hidden from the eyes of our intelligence, security, and armed forces. Beware that if the tiniest move is made by you (sic) against the Iranian nation, the target for our armed forces will certainly be the center of the Zionist regime.         "
172,FALSE,"LUTANG NA NAMAN SI SANTA MAMA FREE TUITORIAL (sic) SA MGA BATA? EH MGA MATATANDA NAMAN YAN NANAY LENLEN. ‘LUTANG PARIN’ (Holy mother is again being silly. Free tutorial for kids? Those are all old people, Mother Lenlen. Still dumb).         "
173,FALSE,"At present, Metro Manila is still under Alert Level 1, which means restrictions remain to be in the status quo,         "
174,FALSE,JUSKO PO! PBBM DELIKADO sa MATINDING IBINUNYAG VPSARA DI NA NAKAPAG-PIGIL IBINUNYAG LIZA SMUGGLING (OH MY GOD! PBBM IN DANGER with SERIOUS REVELATION VP SARA COULDN’T RESTRAIN HERSELF REVEALED LIZA SMUGGLING). VPSARA GINULAT SI LIZA. ITO ANG NAKAKAGULAT NA PAGBUBUNYAG ITO ANG EBIDENSYA (VPSARA SHOCKED LIZA. THIS IS THE SHOCKING REVELATION. THIS IS THE EVIDENCE).        
175,FALSE,"JUST IN : GOODNEWS! PRES BBM DEATH PENALTY APRUBADO SENATE Atty.ACOSTA SEN ROBIN BATO VPSARA FPRRD. (President Bongbong Marcos, Senate approved death penalty. Attorney [Percida] Acosta, Sen. Robin [Padilla] Vice President Sara [Duterte], former president Rodrigo Duterte.         "
176,FALSE,"Nakagugulat na balita, ni-raid ng mga pulis sa Maynila ang sikat na SM Mall sa Asia kahapon para alamin kung bakit libu-libong tao ang nagtipon sa mahabang pila. Sa pagdating, natuklasan ko na si Dr.WiIIIie-0ng … ay naglulunsad ng Super Meal Mix Nuts (Shocking news, the police raided the popular SM Mall of Asia in Manila yesterday to find out why thousands of people are gathering in the long line. Upon arrival, I discovered that [popular cardiologist Doc Willie Ong] is launching Super Meal Mix Nuts.)         "
177,FALSE,"MGA KAKAMPINK, NAWINDANG SA EBIDENSYANG KUMALAT NA NAGPAPATUNAY NA MALAYSIAN SI NINOY BAGO PUMANAW (Kakampinks [supporters of former vice president Leni Robredo] shocked by evidence showing Ninoy was a Malaysian before he died),         "
178,FALSE,"ABS-CBN van tumaob habang binabantayan ang dolomite sa kasagsagan ng Bagyong Ulysses (ABS-CBN van overturned while covering the dolomite (beach) amid Typhoon Ulysses). Source: Jay Sonza official Facebook account, Isa lamang ito sa mga iniwang bakas ng Bagyong Ulysses… [Archived], Nov. 13, 2020 Isa lamang ito sa mga iniwang bakas ng Bagyong Ulysses (This is just one of the traces of Typhoon Ulysses). One must learn from experience.        "
179,FALSE,PRAY FOR MOROCCO. A strong #earthquake hits Morocco today with 6.8 magnitude leaving several casualties and damages. #prayformorocco #prayer.         
180,FALSE,NEW BORN BABY..BUMANGON AT NAGSALITA | ANG SINABI NA BA NYA ANG GAMOT SA SAKIT NA KUMAKALAT NGAYON? (Newborn baby stood up and talked | Is what the baby said the cure to the disease that’s currently spreading?)         
181,FALSE,walang COA audit yung bilyones donated by other countries (billions of dollars donated by other countries were not audited by COA).         
182,FALSE,MANNY PANGILINAN PINA-BLOCK SI VICE GANDA SA BUONG TV-5 DAHIL SA PAGIGING ATTITUDE (Manny Pangilinan ordered to block Vice Ganda in the entire TV5 network because of his attitude)?!!         
183,FALSE,kills the virus in your resperatory system (sic)         
184,FALSE,KAKAPASOK LANG SHOCKING! ATTY GLENN CHONG PAPALITAN NA SI ROWENA GUANZON JAMES JIMENEZ SIBAK COMELEC (Just in shocking! Atty. Glenn Chong to replace Rowena Guanzon James Jimenez axed Comelec).         
185,FALSE,"…Indonesia, Malaysia, Brunei have oil. So wala sila masyadong problema diyan (so they don’t have much of a problem) because almost one half of the total — o (or) it’s about mga — GDP kinakain ng… The income, kinakain ng (a big bulk of it is from) oil. ‘Yun ang problema sa atin (That’s the problem with us) plus the corruption. Source: Radio Television Malacanang, 69th Founding Anniversary of the Department of Social Welfare and Development (Speech), Jan. 29, 2020, watch from 14:58 to 16:10         "
186,FALSE,"[A]lam mo, marami ngayon may naglalabasan — revolutionary government. Tapos ako ang sinasabi na… Wala akong pakialam niyan. Wala akong kilala na mga tao na ‘yan at hindi ko ‘yan trabaho. (You know, many have been coming out — revolutionary government. They say I am…I have nothing to do with that. I don’t know anybody among those people and it’s not my job.) Source: RTVMalacanang, WATCH: President Rodrigo Roa #Duterte Public Address, Aug. 25, 2020, watch from 12:06 to 12:32         "
187,FALSE,"The protocol in doing RT-PCR test is strictly followed in assessing for symptoms and possible exposure of a person to COVID-19,         "
188,FALSE,"Naging estudyante ko na si Leni, Chiz, Cayetano, at Bong Bong. Sa kanilang apat, si Bong Bong lang yung nangangamote sa economics.         "
189,FALSE,"MARCOS WEALTH ANG KATOTOHANAN! utang ng AMERICA sa ginto ni MARCOS MABABAYARAN NA? (Marcos wealth: the truth! America’s debt on Marcos gold to be paid?), was posted on Sept. 23 by YouTube channel Foodie Neth (created on March 24, 2020) and reposted by FB page ADF 2.0 (created on November 20, 2020).         "
190,FALSE,"Atoy tay lugan apo nga mabalbalay agintatarimaan gasul kakabsat ken gagayem. Nu man pay makita yu wennu sumrek da balay yu saan yun patanugen ta agitoy ket ada balak da nga madi. (Families and friends, this is the car that comes to houses acting like they are fixing gas tanks. If you see them or if they go to your houses, do not let them in because they have evil plans).         "
191,FALSE,"#Iyak na,may nanalo na.#Ang tunay nating VICE PRESIDENT BBM. (#Start Crying, someone already won. #Our real VICE PRESIDENT BBM.)         "
192,FALSE,unclear where they came from         
193,FALSE,"SENADO VIRAL NGAYON: ICC pinasara na Pres marcos DU30 ABSWELTO na/ ROMUALDEZ HONTIVEROS NA-SHOCKED (Viral now in the Senate: ICC closed by President Marcos. Duterte already acquitted/Romualdez, Hontiveros were shocked).         "
194,FALSE,"Marcos umopo [sic] nakabalik na sa Malacañang (Marcos took his seat, returned to Malacañang). PRES DUTERTE TINAWAGAN SI MARCOS PINAUPO SA MALACANANG LENI IYAK (President Duterte called Marcos seated [him] in Malacañang Leni [Robredo] cries).        "
195,FALSE,turned over cash assistance and relief goods to the typhoon affected families.         
196,FALSE,"RENATO REYES AT IBA PANG KASAMAHAN SA RALLY SA U.P DILIMAN NAG POSITIBO SA COVID-19, 118 NAG POSITIBO 6 PATAY NA (Renato Reyes and others in UP Diliman rally positive for COVID-19, 118 positive 6 already dead)!         "
197,FALSE,"BREAKING NEWS NGAYON (today)! ABSCBN ANTHONY TABERNA NAGISING SA KATOTOHANAN TINAWAG NA BOBA SI LENI ROBREDO (ABS-CBN’s Anthony Taberna woke up to the truth, called Leni Robredo a stupid woman),         "
198,FALSE,"Adi u mapansin walang na media sa kanya, ammu tayun very biased ti Mainstream Media (Haven’t you noticed how the media won’t report on him, we already know that the Mainstream Media is very biased). Fackt our mainstream media! Look at the grief of this man! How come we didn’t know about this?! He saluted every single SAF-44 then but not a single fcking media told us about it! To think, Noynoy Aquino was not here to receive them!!!        "
199,FALSE,SEN.ROBIN ISA PALANG SPY NG CHINA!|SEN.ROBIN SINABING ÛGÒK UMANO SI PBBM AT WALANG SILBÎ! (Senator Robin is apparently a spy of China! Senator Robin called [Marcos] stupid and useless!)         
200,FALSE,GRABE to! BUONG PILIPINAS UMIYAK PRES MARCOS BURADO na UTANG ng PILIPINAS MEDIA at DlLAWAN NGA-NGA. (This is amazing! The entire Philippines cried. President Marcos cleared all of the Philippines’ debt. The media and the yellows were humiliated.)         
201,FALSE,Ang nasabing lalaki ay hindi po bahagi ng GMA News and Public Affairs coverage team. Siya po ay isang talent make-up artist ng isang programa ng GMA. Wala pong koneksyon ang GMA sa kanyang pagpunta sa lugar.         
202,FALSE,SHOCKING! PBBM VPSARA UMAKSYON na BANTAG NABULAGA IBABALIK sa PWESTO (PBBM VPSARA has TAKEN ACTION BANTAG SHOCKED WILL BE BACK IN OFFICE) MOTION FOR RECONSIDERATION DOJ. SAWAKAS! BALIK SA PWESTO (FINALLY! BACK IN OFFICE) ! GOODNEWS! ITO ANG HINIHINTAY NG LAHAT (THIS IS WHAT EVERYONE IS WAITING FOR).        
203,FALSE,"Rest in Peace Celine Dion,         "
204,FALSE,Saudi Arabia is preparing to help Israel. Oh my god. National Day celebrations at #Jazan.        
205,FALSE,AMERICA BAGONG BIGAY SA PILIPINAS DUMATING NA! CHINA GALIT NA (AMERICA’S NEW GIFT TO THE PHILIPPINES HAS ARRIVED! CHINA IS NOW ANGRY)! VINES BREAKING NEWS VIRAL.         
206,FALSE,"HINDI PINAKITA SA MEDIA! MGA MAGAGANDANG NAGAWA NG PANGULO PARA SA MGA MAGSASAKA AT MANGIGISDA. PANOORIN (Not shown in the media! The good things the President has done for farmers and fishermen. Watch),         "
207,FALSE,"Grabe ganito pla [sic] sa lugar pag ‘one child policy’ | sinusunog yung mga nahuhuli nilang sobra na anak (So this is what happens in a place with a one child policy | captured children of families that violate the policy are incinerated),         "
208,FALSE,"Hintayin na lang natin iyong bakuna. Mayroong medisina galing Japan pati itong Remdesivir pati Avigan…ito iyong sa lagnat; hindi ito iyong gamot. Ang gamot iyong vaccine. Ang vaccine ay gawa sa katawan ng tao. (Let’s just wait for the vaccine. There is medicine from Japan — including Remdesivir and Avigan, which are used for fever; but these are not the cure. The cure is the vaccine. A vaccine is made from the human body.) Source: RTVMalacanang, WATCH: President Rodrigo Roa #Duterte Public Address, Aug. 25, 2020, watch from 49:24 to 50:03         "
209,FALSE,"Alam Niyo ba na ang kinakain niyong Fishball, Chickenball and Kikiam ay Gawa sa Ahas (Sawa) at hindi sa Isda O manOk?? Legal at Alagang ahas o sawa ang ginagamit para sa produktong ito ..Pero ngayong naLaman niyo na, the onLy question is GAGANAHAN KA PA BANG KUMAIN NITO GAYONG GAWA ITO SA AHAS ?? #Pasintabi (Did you know that the Fishball, Chickenball and Kikiam you eat are made from snakes [python] and not fish or chicken? Legally-owned pet snakes or pythons are used in these products. But now that you know this, the only question is: Would you still have the appetite to eat these, knowing they’re made from snakes ?? #Apologies). Source: Facebook post, Alam Niyo ba na ang kinakain niyong Fishball…, July 8, 2019         "
210,FALSE,"EXCLUSIVE: Cong. MARCOLETA, IPAKUKULONG sina DUQUE at DOMINGO Matapos ang SABWATAN ng PAGNANAKAW (Cong. Marcoleta to imprison Duque and Domingo over theft conspiracy)!         "
211,FALSE,Nakakagulat! Buong Detalye sa mga Alahas ni Imelda Marcos Na Madalas Suot ni Kris Aquino! (Shocking! Full details on the Imelda Marcos jewelry frequently worn by Kris Aquino!) #KrisAquino #imeldamarcos         
212,FALSE,HINDI NATINAG! Pelosi PALIHIM Na Papasok Sa Taiwan Gamit Ang Submarine (Unfazed! Pelosi to secretly enter Taiwan using a submarine)!         
213,FALSE,PILIPINAS NUCLEAR SUBMARINE SINUBUKAN SA PALAWAN (PHILIPPINES NUCLEAR SUBMARINE TESTED IN PALAWAN)! WEST PHILIPPINE SEA 1BREAKING NEWS VINES VIRAL.         
214,FALSE,"BREAKING NEWS AARESTUHIN NA ANDRES BAUTISTA KULONG ANG KAHAHANTUNGAN PRES DUTERTE ESCUDERO (Andres Bautista will be arrested, jailed as consequence, Pres. Duterte, Escudero         "
215,FALSE,"Ikaw lang ata yung nagpaturok ng nakasleeve sa buong mundo. Isa ka talagang alamat Aling Leni (It seems you’re the only one in the world who got injected with shirt sleeve rolled down. You’re a myth, Ms Leni),         "
216,FALSE,"[ABS-CBN is] cheating [the] government by the billions [of pesos] in taxes. And they still want that frequency because ‘yan ang pinapag-awayan (that’s what’s being fought over). No … They still owe [the] government billions. In the contract diyan sa nakalagay doon four hectares (In the contract, it says four hectares). So ang binabayaran nila (what they are paying is [only] for the four hectares sa (in) property taxes. Supposed (sic) they are occupying 40 hectares, that complex there. Pero ginamit nila na papel ‘yung (but the paper they used is) four hectares. Iyon lang ang binabayaran nila (That’s the one they are only paying for). Source: Presidential Communications Operations Office, State of the Nation Address of Rodrigo Roa Duterte, President of the Philippines to the Congress of the Philippines (Archived Transcript), July 26, 2021, watch from 2:25:21 to 2:26:28        "
217,FALSE,"The last meeting together, her son who was sentenced to death. Hindi kaya ito yung batang lalaki 17 yrs old na pumatay kay Jullebee Ranara… Ngayon hahatulan na siya ng kamatayan (Isn’t this the 17-year-old boy that who killed Jullebee Ranara? Now he will be sentenced to death).         "
218,FALSE,KANINO BA TALAGA DAPAT IDUGTONG ANG SALITANG MAGNANAKAW?         
219,FALSE,Tsunami warning ibinabala sa pilipinas at Indonesia kasunod ang pagyanig ng 7.2 magnitude na lindol sa karagatan ng davao oriental (Tsunami warning given to the Philippines and Indonesia following the trembling brought by a 7.2 magnitude earthquake in the waters near Davao Oriental).         
220,FALSE,"Nakatanggap muli ang Philippine Navy ng Super Power Warship mula sa New Zealand (The Philippine Navy again received a Super Power Warship from New Zealand). to strengthening defense relations through conduct of bilateral dialogue and training exchanges between the armed forces, particularly on urban warfare.        "
221,FALSE,"OMG! Leni very shocked to know how Marcos has 10,000 votes over her! Watch!         "
222,FALSE,"KAKAPASOK LANG BAGONG UTOS PRES MARCOS SUBPOENA BlNASURA GENERAL BANTAG SOJ REMULLA CATAPANG NANLUMO (JUST IN NEW ORDER PRES MARCOS SUBPOENA JUNKED GENERAL BANTAG SOJ REMULLA CATAPANG DISHEARTENED) ITO NA! Subpoena na inilabas para kay Gen. Bantag pinababasura ni Pangulong BBM, Gen. Bantag nalalapit na Ang pagbabalik sa Bucor…Panoorin Nyo po to (THIS IS IT! President BBM wants the subpoena issued for Gen. Bantag junked. Bantag’s return to Bucor is near… Watch this). PBBM IBASURA NA ITO ANG MATINDING UTOS NG PANGULO (PBBM JUNK IT THIS IS THE INTENSE ORDER OF THE PRESIDENT).       "
223,FALSE,bring back a Marcos in Malacañang 90 percent of his wealth        
224,FALSE,"Viral at trending ngayon sa social media ang diumano’y balitang: National Security Adviser Professor Clarita Carlos, sinibak na sa pwesto si former spokesperson Lorraine Badoy.         "
225,FALSE,New Spanish Law Offers Citizenship For Those With These Last Names         
226,FALSE,"SARADO NA UP-DlLlMAN, Grabe ang UTOS ni PBBM at VPSARA, mga UP STUDENTS, Nag-alsa BALUTAN na.. (UP Diliman is closed down! What a harsh order from PBBM and VP Sara. UP students packed their belongings)!! TAGUMPAY! SARADO NA! MGA UP STUDENTS NAG-ALSABALUTAN NA (Success! Now closed! UP students packed their belongings)!        "
227,FALSE,In the 57th of 19th Century / the peace and justice and the blood of love / from the blessed. Land of the Oriental pearl in Asia / an innocent boy shall be born.         
228,FALSE,"ANTI-TERRORISM BILL BATAS NA!!! TAGUMPAY NG BAYAN!!! MARAMING SALAMAT MAHAL NAMING PRESIDENTE TATAY DIGONG (Anti-Terrorism Bill now a law! Victory for the Nation! Thank you very much, our beloved president Father Digong)         "
229,FALSE,"GRABE IBINUNYAG NA! SI DATING PANGULONG FERDINAND E. MARCOS ANG NAGTATAG NG ASIAN DEVELOPMENT BANK (Wow, it’s now revealed! Former president Ferdinand E. Marcos founded the Asian Development Bank).         "
230,FALSE,"As a matter of fact, sabi nga ng Department of Finance at isa pang independent na economist, ‘no, na ang ating GDP ang pinakamalakas na GDP growth dito sa ating (according to the Department of Finance and an independent economist, our GDP has the strongest GDP growth in our) region, sa (in) Association of Southeast Asian Nations (ASEAN) — o (or) Southeast Asia. Source: DZRH, DZRH News Television Live Stream, Jan. 21, 2020, watch from 3:22:28 to 3:32:48         "
231,FALSE,Terrifying earthquake in Morocco. God is Good All the Times.         
232,FALSE,"The CDC-WHO has finally admitted that the number of deaths in the US is only 9000, and not 160000 as previously reported. Source: Butch Valdes official Facebook account, Mr President , you have been duped by Sec Duque re the COVID-19 virus…, Aug. 31, 2020         "
233,FALSE,JUST IN: Matapos I-DECLINE ni BBM ANG INTERVIEW| JESICA (sic) SOHO KINARMA| P28.7 MILLION-ADS NAGBACK-OUT (After BBM declines the interview| Jessica Soho hit by karma| ads worth P28.7 million pulled out)!!         
234,FALSE,"Not that we’re going to do this – I’ll be the first to disagree if they do – but, let’s say, can you block a particular company like Facebook, for example, from being accessed in the Philippines? I know they do this in China.         "
235,FALSE,"The Department of Health categorically denies unfounded rumors that it will report an artificial increase in COVID-19 cases close to election day for partisan use against any candidate at any level, The DOH also uses other metrics such as healthcare utilization to evaluate and recommend to higher authorities whether an escalation or de-escalation of Alert Levels is warranted,        "
236,FALSE,"BREAKING NEWS!!! BUMALIKTAD NA ANG WHO SA KANILANG POSISYON SA LOCKDOWN! HINIHIKAYAT NA NILA NGAYON ANG MGA LEADERS SA BUONG MUNDO NA ITIGIL NA ANG LOCKDOWN (WHO reversed its position on lockdowns! They’re now urging leaders around the world to stop lockdowns)!!! We have not, at any stage, advocated that large-scale lockdowns should be the primary response. This is very clear, so there is no flip or change in our position. We have always been advocating the same position,        "
237,FALSE,Totoo ba? (Is it real?) ZOMBI virusi (sic) USA         
238,FALSE,"KAKAMPINK, NAG-LASING NG LIMANG BUWAN DAHIL SA PAGKATALO NI LENI ROBREDO. Iniligtas ng ilang BBM supporters ang isang Kakampink na namataan na walang tigil ang kakainom dahil sa pagkatalo ng kaniyang kandidato. Aniya, ‘Titindig raw siya hanggang sa kamatayan para kay Leni’ tama ang kaniyang pinaglalaban nguni’t sinayang daw ng Pilipinas (KAKAMPINK, DRANK ALCOHOL FOR FIVE MONTHS BECAUSE OF LENI ROBREDO’S DEFEAT. Some BBM supporters rescued a Kakampink who was seen drinking alcohol non-stop because of his candidate’s defeat. He said, ‘He will stand up for Leni until his death’ what she is fighting for is right but the Philippines wasted it).         "
239,FALSE,"Matapos MANGGULO ang Tinig ng Plaridel | VP SARA at PBBM, TINANGGALAN ng ₱2.5 BILLION PONDO ang UP (After the Tinig ng Plaridel caused chaos | VP SARA and PBBM, stripped P2.5 BILLION FUNDS from UP)!!         "
240,FALSE,"Papalitan? Pres. BBM kumpirmado at handang ipalit si Atty. Gadon kay Cayetano sa Senado para walang kokontra (For replacement? President Marcos has confirmed and is preparing to substitute Atty. Gadon for Cayetano in the Senate so that no one will oppose [him]) JUST IN: HALA (Oh, no)! Pres.BBM GOODNEWS! (sic) Atty.GADON IPALIT sa SENADO KUMPIRMADO NA (Atty. Gadon to fill in slot in the Senate, it’s confirmed) / PRRD VPSARA MALACANANG        "
241,FALSE,"GRABE NA ITO! China AATAKIHIN ANG Mga Eroplano NG US NA MAGBABALAS (sic) SA South China Sea! (THIS IS BAD! China WILL ATTACK any aircraft of the U.S. entering the South China Sea!) Beijing and [Chinese President] Xi Jinping now believe that it is within their jurisdiction to take down any U.S. airplane in the disputed airspace above the South China Sea. My guess is Beijing now has what it believes is the perfect jurisdictional pretext to bring down a U.S. plane in China’s contested airspace high above its claims in the South China Sea,       "
242,FALSE,"NAKAKAGULAT NA BALITA ! PRES DUTERTE SAWAKAS! KINUMPIRMANG MULING MAKUKULONG si TRILLANES – DOJ GUEVERRA [sic] (Shocking News! Finally, President Duterte! Trillanes confirmed to be imprisoned again – DOJ Guevarra).         "
243,FALSE,FULL VIDEO OFW SA KUWAIT PIN*ATAY (OFW IN KUWAIT KILLED) LATEST UPDATE NAGSALITA NA ANG PUM*ATAY KAY JULLEBEE RANARA BUROL (JULLEBEE RANARA’S KILLER ALREADY TALKED WAKE).         
244,FALSE,"She made a blunder, a big one, and she practically lied, making her incapable of truth. Alam mo ‘yung pakana niya na wala ako sa bagyo…I was here, dito. I was attending a summit — ASEAN Summit ‘yon. So virtual lang, palit-palit kami; we were talking sa electronic… nandito ako noon. Kasagsagan ng bagyo, dumaan diyan sa labas, nag-uusap kami dito. (She made a blunder, a big one, and she practically lied, making her incapable of truth. You know her ploy that I was absent during the typhoon… I was here. I was attending a summit — that was an ASEAN Summit . So virtual [session], we were taking turns [in speaking]; we were talking via electronic…I was here. At the height of the typhoon, when it came, we were discussing here.) …There was no need for you to make a…make a very masamang biro na, where were you? Kung sabihin ko tuloy sa iyo, what time did you go home? Ikaw noong gabi, anong oras ka umuwi? Isang bahay ka lang ba? Dalawang bahay ka? Tatanong lang ako. Kay congressman ka. At kaninong bahay ka natagalan? (There was no need for you to make a very bad joke, where were you? If I tell you, what time did you go home? You, on that night, what time did you go home? Did you go home to just one, or two? I’m just asking. You’re with a congressman. And in which home did you stay longer?) Source: Presidential Communications Operations Office, Talk to the People of President Rodrigo Roa Duterte on Coronavirus Disease 2019 (COVID-19), Nov. 17, 2020 watch 2:13 to 3:01 and 8:39 to 9:33         "
245,FALSE,"Marcos pa rin (Still Marcos)! Marcos kami (We’re for Marcos)! Ipasok si Dick (Let Dick in)! Awat na, huwag kayo magpasaway (Stop now, don’t be unruly).      "
246,FALSE,"Sa palagay ko kasi ang dati nating usapan sa China tungkol nga sa West Philippine Sea ay sa bilateral exchange. Lagi tayong nakikipag-usap sa China. ‘Pag may problema tayo lagi nating dinadala sa kanila, and the other way around. Iyon ang ating naging sistema noon hanggang 2010 na kinasuhan, nag-file tayo ng kaso sa ICC. Nagka-harden … both parties hardened their positions … Kaya tayo napunta sa gan’tong sitwasyon. (I think our former arrangement with China regarding the West Philippine Sea was through a bilateral exchange. We always talked with China. We bring our concerns there, and the other way around. That was the old system until 2010 when we filed a case in the ICC. Both parties hardened their positions … That’s why we are in this situation.) Dahil ang pagsolusyon sa mga territorial conflict — halimbawa, may territorial claim ang dalawang bansa — naaayos lang iyan sa ICC. Pero kailangang sumang-ayon ang parehong bansa magsasabi … Pero ang China hindi man signatory sa pag-ano, sa pagtaguyod ng ICC. Pangalawa, sinabi na nila mula sa umpisa na hindi namin susundan. Hindi namin kinikilala iyong mga decision sa ICC. So wala na sa atin iyon. (In resolving territorial conflicts — for example, territorial claims between two countries — it can only be solved in the ICC. But both countries need to agree … But China is not a signatory in the ICC. Second, it has said in the first place that it will not follow the decision. It does not recognize the decision of the ICC. So that does not concern us anymore.) Source: Friday News Forum via Rappler.com, Bongbong Marcos discusses plans for 2022 elections, Sept. 24, 2021, watch from 24:08 to 26:35        "
247,FALSE,Ninoy Aquino ang dahilan kung bakit nagdeklara nang Martial Law (Ninoy Aquino was the reason martial law was declared)         
248,FALSE,"Nepal plane crash Emergency Landing in Indian Airports 2023, streaming Grand Theft Auto V.        "
249,FALSE,Seriously? This happened in hongkong airport. #Mangkhut © Renno Apallah Apallah#Ompong         
250,FALSE,"BREAKING: DBP INILAGLAG na si CHEL DIOKNO Matapos ang PAGNANAKAW ng ABSCBN| DIOKNO KASABWAT ng ABS (DBP betrays Chel Diokno after ABS-CBN’s corruption | Diokno an accomplice of ABS-CBN)!! CONFIRMED:CHEL DIOKNO BISTADO INILAGLAG ng DBP!KASABWAT ng ABS CBN sa Pagnanakaw! NETIZENS Galit Na (Chel Diokno caught, betrayed by DBP! Accomplice of ABS-CBN in stealing! Netizens angry)!        "
251,FALSE,KAKAPASOK LANG (JUST IN) GOODNEWS PBBM BIGLAANG UTOS MARCOLETA BlNlGYAN ng POSlSYON (PBBM SUDDEN ORDER MARCOLETA GIVEN A POSITION) D.A SECRETARY DlLAWAN IYAK (YELLOWS CRY). BAGONG POSISYON (NEW POSITION). MARCOLETA BABANG-GAEN ANG MGA OLIGARKO (MARCOLETA TO FIGHT AGAINST OLIGARCHS)! CONFIRMED! GOOD NEWS!        
252,FALSE,throat of someone with COVID-19 spread to the lungs and body.         
253,FALSE,"Kasi kung hindi ko ni-lockdown ang Pilipinas…Nakita mo ‘yung mga bansa na, you know, hindi naman — I don’t know if it’s…Kayabangan rin naman nila, ayaw. But dito, tayo ang nauna sa Asia. Tayo talaga ang nauna sa Asia. (If I didn’t place the Philippines on lockdown…have you seen other countries that, you know, they did not [impose a lockdown?] — I don’t know if it’s…[because of] their arrogance, they did not want to. But here, we were the first in Asia. We were actually the first in Asia.) Source: RTVMalacanang, Talk to the People on COVID-19 4/16/2020, April 16, 2020, watch from 36:54 to 37:17         "
254,FALSE,NABIGLA ANG CHINA! Armas Ng Japan INILILIPAT Na Pala DITO SA PINAS (China was shocked! Japanese arms being transferred here in the Philippines)!         
255,FALSE,Great news! Carona virus (sic) vaccine ready. Able to cure patient within 3 hours after injection. Hats off to US Scientists.         
256,FALSE,"Hala! Umapoy! (Oh, no! It caught on fire!) Be careful when you fart with phone in your back pocket.         "
